Occupation,Total,16-19,20-24,25-34,35-44,45-54,55-64,65<=,Median age,Year,Major Group,Minor Group,Broad Group,Detailed Occupation
grounds maintenance workers,1298.0,77.0,171.0,303.0,280.0,275.0,143.0,48.0,38.4,2012,37-0000,37-3000,37-3010,-
grounds maintenance workers,1247.0,65.0,171.0,341.0,256.0,231.0,136.0,48.0,37.1,2011,37-0000,37-3000,-,-
grounds maintenance workers,1247.0,65.0,171.0,341.0,256.0,231.0,136.0,48.0,37.1,2011,37-0000,37-3000,37-3010,-
funeral service workers,44.0,0.0,2.0,5.0,13.0,11.0,10.0,4.0,-,2021,39-0000,39-4000,-,-
funeral service workers,33.0,0.0,4.0,6.0,6.0,4.0,6.0,5.0,-,2020,39-0000,39-4000,-,-
funeral service workers,41.0,0.0,5.0,4.0,8.0,5.0,11.0,9.0,-,2019,39-0000,39-4000,-,-
funeral service workers,51.0,0.0,2.0,6.0,6.0,7.0,14.0,15.0,-,2018,39-0000,39-4000,-,-
funeral service workers,59.0,1.0,2.0,5.0,10.0,12.0,16.0,14.0,-,2017,39-0000,39-4000,-,-
funeral service workers,52.0,0.0,2.0,7.0,10.0,13.0,9.0,11.0,-,2016,39-0000,39-4000,-,-
funeral service workers,44.0,0.0,2.0,7.0,10.0,9.0,9.0,8.0,-,2015,39-0000,39-4000,-,-
funeral service workers,42.0,0.0,2.0,10.0,4.0,7.0,8.0,9.0,-,2014,39-0000,39-4000,-,-
funeral service workers,55.0,0.0,5.0,8.0,10.0,11.0,13.0,8.0,-,2013,39-0000,39-4000,-,-
funeral service workers,54.0,1.0,2.0,12.0,7.0,11.0,11.0,10.0,-,2012,39-0000,39-4000,-,-
funeral service workers,31.0,0.0,1.0,5.0,7.0,4.0,6.0,8.0,-,2011,39-0000,39-4000,-,-
personal appearance workers,1179.0,17.0,113.0,300.0,280.0,238.0,162.0,71.0,-,2021,39-0000,39-5000,-,-
personal appearance workers,1053.0,9.0,93.0,231.0,270.0,226.0,143.0,81.0,-,2020,39-0000,39-5000,-,-
personal appearance workers,1349.0,16.0,136.0,342.0,309.0,287.0,157.0,102.0,-,2019,39-0000,39-5000,-,-
personal appearance workers,1415.0,17.0,130.0,347.0,341.0,292.0,181.0,107.0,-,2018,39-0000,39-5000,-,-
personal appearance workers,1338.0,19.0,127.0,349.0,303.0,287.0,160.0,96.0,-,2017,39-0000,39-5000,-,-
personal appearance workers,1296.0,15.0,114.0,336.0,304.0,290.0,158.0,78.0,-,2016,39-0000,39-5000,-,-
personal appearance workers,1147.0,9.0,110.0,284.0,294.0,235.0,142.0,72.0,-,2015,39-0000,39-5000,-,-
personal appearance workers,1166.0,11.0,127.0,303.0,272.0,236.0,141.0,73.0,-,2014,39-0000,39-5000,-,-
personal appearance workers,1229.0,17.0,109.0,333.0,305.0,235.0,161.0,70.0,-,2013,39-0000,39-5000,-,-
personal appearance workers,1194.0,18.0,102.0,323.0,288.0,237.0,160.0,68.0,-,2012,39-0000,39-5000,-,-
personal appearance workers,1098.0,12.0,114.0,279.0,269.0,207.0,153.0,63.0,-,2011,39-0000,39-5000,-,-
recreation and fitness workers,362.0,28.0,47.0,101.0,71.0,60.0,36.0,20.0,-,2021,39-0000,39-9000,39-9030,-
recreation and fitness workers,333.0,12.0,45.0,79.0,66.0,63.0,41.0,26.0,-,2020,39-0000,39-9000,39-9030,-
recreation and fitness workers,440.0,37.0,64.0,111.0,70.0,68.0,58.0,32.0,36.3,2019,39-0000,39-9000,39-9030,-
recreation and fitness workers,497.0,33.0,69.0,124.0,99.0,75.0,64.0,33.0,38.2,2018,39-0000,39-9000,39-9030,-
recreation and fitness workers,480.0,38.0,82.0,104.0,91.0,82.0,60.0,23.0,37.2,2017,39-0000,39-9000,39-9030,-
recreation and fitness workers,440.0,34.0,67.0,91.0,90.0,75.0,56.0,27.0,38,2016,39-0000,39-9000,39-9030,-
recreation and fitness workers,429.0,35.0,65.0,86.0,83.0,73.0,65.0,22.0,38.1,2015,39-0000,39-9000,39-9030,-
recreation and fitness workers,404.0,29.0,71.0,79.0,91.0,71.0,51.0,12.0,37.1,2014,39-0000,39-9000,39-9030,-
recreation and fitness workers,444.0,44.0,71.0,99.0,85.0,91.0,39.0,15.0,36.8,2013,39-0000,39-9000,39-9030,-
recreation and fitness workers,406.0,33.0,69.0,100.0,75.0,57.0,56.0,15.0,36.4,2012,39-0000,39-9000,39-9030,-
recreation and fitness workers,390.0,38.0,62.0,82.0,74.0,65.0,49.0,20.0,36.6,2011,39-0000,39-9000,39-9030,-
dispatchers,277.0,2.0,23.0,81.0,56.0,55.0,46.0,12.0,-,2021,43-0000,43-5000,43-5030,-
dispatchers,309.0,6.0,24.0,70.0,84.0,58.0,56.0,10.0,-,2020,43-0000,43-5000,43-5030,-
dispatchers,261.0,3.0,23.0,72.0,67.0,51.0,35.0,11.0,40.1,2019,43-0000,43-5000,43-5030,-
dispatchers,293.0,4.0,23.0,76.0,70.0,62.0,48.0,9.0,41.5,2018,43-0000,43-5000,43-5030,-
dispatchers,292.0,2.0,29.0,80.0,67.0,62.0,41.0,10.0,40.3,2017,43-0000,43-5000,43-5030,-
dispatchers,292.0,3.0,26.0,84.0,67.0,69.0,37.0,7.0,40.1,2016,43-0000,43-5000,43-5030,-
dispatchers,277.0,3.0,28.0,72.0,63.0,67.0,37.0,8.0,40.9,2015,43-0000,43-5000,43-5030,-
dispatchers,267.0,6.0,23.0,71.0,64.0,58.0,39.0,6.0,40.7,2014,43-0000,43-5000,43-5030,-
dispatchers,272.0,4.0,20.0,76.0,65.0,53.0,45.0,9.0,41.2,2013,43-0000,43-5000,43-5030,-
dispatchers,277.0,3.0,19.0,85.0,64.0,61.0,38.0,6.0,40.3,2012,43-0000,43-5000,43-5030,-
dispatchers,239.0,5.0,13.0,66.0,56.0,54.0,38.0,6.0,41.5,2011,43-0000,43-5000,43-5030,-
secretaries and administrative assistants,2339.0,25.0,143.0,414.0,410.0,579.0,552.0,217.0,-,2021,43-0000,43-6000,-,-
secretaries and administrative assistants,2339.0,25.0,143.0,414.0,410.0,579.0,552.0,217.0,-,2021,43-0000,43-6000,43-6010,-
secretaries and administrative assistants,2402.0,19.0,124.0,426.0,437.0,545.0,622.0,228.0,-,2020,43-0000,43-6000,-,-
secretaries and administrative assistants,2402.0,19.0,124.0,426.0,437.0,545.0,622.0,228.0,-,2020,43-0000,43-6000,43-6010,-
secretaries and administrative assistants,2688.0,27.0,155.0,439.0,511.0,632.0,675.0,249.0,48.8,2019,43-0000,43-6000,-,-
secretaries and administrative assistants,2688.0,27.0,155.0,439.0,511.0,632.0,675.0,249.0,48.8,2019,43-0000,43-6000,43-6010,-
secretaries and administrative assistants,2569.0,22.0,138.0,427.0,474.0,646.0,633.0,228.0,48.7,2018,43-0000,43-6000,-,-
secretaries and administrative assistants,2569.0,22.0,138.0,427.0,474.0,646.0,633.0,228.0,48.7,2018,43-0000,43-6000,43-6010,-
secretaries and administrative assistants,2769.0,15.0,161.0,478.0,497.0,712.0,685.0,220.0,48.4,2017,43-0000,43-6000,-,-
secretaries and administrative assistants,2769.0,15.0,161.0,478.0,497.0,712.0,685.0,220.0,48.4,2017,43-0000,43-6000,43-6010,-
secretaries and administrative assistants,2744.0,25.0,143.0,443.0,496.0,696.0,695.0,246.0,49.2,2016,43-0000,43-6000,-,-
secretaries and administrative assistants,2744.0,25.0,143.0,443.0,496.0,696.0,695.0,246.0,49.2,2016,43-0000,43-6000,43-6010,-
secretaries and administrative assistants,2870.0,20.0,169.0,497.0,552.0,724.0,687.0,221.0,48.2,2015,43-0000,43-6000,-,-
secretaries and administrative assistants,2870.0,20.0,169.0,497.0,552.0,724.0,687.0,221.0,48.2,2015,43-0000,43-6000,43-6010,-
secretaries and administrative assistants,2995.0,34.0,160.0,504.0,576.0,805.0,727.0,190.0,48,2014,43-0000,43-6000,-,-
secretaries and administrative assistants,2995.0,34.0,160.0,504.0,576.0,805.0,727.0,190.0,48,2014,43-0000,43-6000,43-6010,-
secretaries and administrative assistants,2922.0,28.0,135.0,504.0,543.0,821.0,690.0,200.0,48.5,2013,43-0000,43-6000,-,-
secretaries and administrative assistants,2922.0,28.0,135.0,504.0,543.0,821.0,690.0,200.0,48.5,2013,43-0000,43-6000,43-6010,-
secretaries and administrative assistants,2904.0,28.0,163.0,465.0,559.0,792.0,685.0,212.0,48.5,2012,43-0000,43-6000,-,-
secretaries and administrative assistants,2904.0,28.0,163.0,465.0,559.0,792.0,685.0,212.0,48.5,2012,43-0000,43-6000,43-6010,-
secretaries and administrative assistants,2871.0,32.0,150.0,467.0,565.0,803.0,670.0,184.0,47.9,2011,43-0000,43-6000,-,-
secretaries and administrative assistants,2871.0,32.0,150.0,467.0,565.0,803.0,670.0,184.0,47.9,2011,43-0000,43-6000,43-6010,-
"pipelayers, plumbers, pipefitters, and steamfitters",624.0,6.0,54.0,180.0,145.0,129.0,84.0,26.0,-,2021,47-0000,47-2000,47-2150,-
"pipelayers, plumbers, pipefitters, and steamfitters",586.0,10.0,58.0,151.0,128.0,114.0,98.0,26.0,-,2020,47-0000,47-2000,47-2150,-
"pipelayers, plumbers, pipefitters, and steamfitters",637.0,8.0,49.0,165.0,171.0,114.0,104.0,26.0,41,2019,47-0000,47-2000,47-2150,-
"pipelayers, plumbers, pipefitters, and steamfitters",641.0,9.0,53.0,155.0,158.0,141.0,103.0,22.0,41.8,2018,47-0000,47-2000,47-2150,-
"pipelayers, plumbers, pipefitters, and steamfitters",600.0,9.0,56.0,147.0,148.0,142.0,87.0,12.0,41.1,2017,47-0000,47-2000,47-2150,-
"pipelayers, plumbers, pipefitters, and steamfitters",583.0,5.0,43.0,141.0,121.0,145.0,100.0,29.0,43.6,2016,47-0000,47-2000,47-2150,-
"pipelayers, plumbers, pipefitters, and steamfitters",573.0,9.0,37.0,143.0,140.0,132.0,89.0,24.0,42.6,2015,47-0000,47-2000,47-2150,-
"pipelayers, plumbers, pipefitters, and steamfitters",564.0,9.0,40.0,139.0,141.0,124.0,93.0,19.0,42.3,2014,47-0000,47-2000,47-2150,-
"pipelayers, plumbers, pipefitters, and steamfitters",553.0,5.0,46.0,141.0,130.0,137.0,79.0,16.0,41.6,2013,47-0000,47-2000,47-2150,-
"pipelayers, plumbers, pipefitters, and steamfitters",534.0,7.0,36.0,129.0,135.0,150.0,62.0,15.0,41.7,2012,47-0000,47-2000,47-2150,-
"pipelayers, plumbers, pipefitters, and steamfitters",519.0,5.0,30.0,139.0,138.0,134.0,66.0,7.0,41.4,2011,47-0000,47-2000,47-2150,-
extraction workers,157.0,4.0,12.0,43.0,39.0,33.0,25.0,4.0,-,2021,47-0000,47-5000,-,-
extraction workers,153.0,0.0,16.0,41.0,48.0,28.0,16.0,2.0,-,2020,47-0000,47-5000,-,-
extraction workers,172.0,0.0,13.0,67.0,44.0,23.0,22.0,1.0,-,2019,47-0000,47-5000,-,-
extraction workers,191.0,1.0,25.0,62.0,36.0,29.0,29.0,7.0,-,2018,47-0000,47-5000,-,-
extraction workers,178.0,2.0,18.0,56.0,42.0,28.0,24.0,7.0,-,2017,47-0000,47-5000,-,-
extraction workers,170.0,1.0,13.0,56.0,41.0,30.0,22.0,8.0,-,2016,47-0000,47-5000,-,-
extraction workers,218.0,7.0,29.0,75.0,48.0,31.0,23.0,5.0,-,2015,47-0000,47-5000,-,-
extraction workers,269.0,8.0,44.0,85.0,53.0,50.0,26.0,2.0,-,2014,47-0000,47-5000,-,-
extraction workers,255.0,9.0,30.0,80.0,62.0,50.0,24.0,3.0,-,2013,47-0000,47-5000,-,-
extraction workers,242.0,7.0,36.0,75.0,54.0,48.0,18.0,1.0,-,2012,47-0000,47-5000,-,-
extraction workers,259.0,6.0,28.0,96.0,51.0,39.0,25.0,5.0,-,2011,47-0000,47-5000,-,-
metal workers and plastic workers,1328.0,34.0,141.0,289.0,282.0,264.0,272.0,47.0,-,2021,51-0000,51-4000,-,-
metal workers and plastic workers,1280.0,24.0,121.0,318.0,250.0,268.0,249.0,49.0,-,2020,51-0000,51-4000,-,-
metal workers and plastic workers,1517.0,29.0,155.0,348.0,294.0,320.0,315.0,51.0,-,2019,51-0000,51-4000,-,-
metal workers and plastic workers,1509.0,30.0,132.0,359.0,311.0,328.0,297.0,53.0,-,2018,51-0000,51-4000,-,-
metal workers and plastic workers,1528.0,20.0,147.0,349.0,307.0,348.0,308.0,48.0,-,2017,51-0000,51-4000,-,-
metal workers and plastic workers,1494.0,22.0,155.0,331.0,304.0,360.0,273.0,46.0,-,2016,51-0000,51-4000,-,-
metal workers and plastic workers,1522.0,24.0,153.0,346.0,316.0,369.0,267.0,45.0,-,2015,51-0000,51-4000,-,-
metal workers and plastic workers,1541.0,28.0,141.0,338.0,344.0,372.0,275.0,44.0,-,2014,51-0000,51-4000,-,-
metal workers and plastic workers,1486.0,20.0,136.0,330.0,337.0,355.0,261.0,48.0,-,2013,51-0000,51-4000,-,-
metal workers and plastic workers,1520.0,13.0,130.0,355.0,348.0,360.0,264.0,42.0,-,2012,51-0000,51-4000,-,-
metal workers and plastic workers,1463.0,18.0,123.0,313.0,338.0,381.0,240.0,49.0,-,2011,51-0000,51-4000,-,-
"machine tool cutting setters, operators, and tenders, metal and plastic",110.0,0.0,13.0,29.0,20.0,15.0,24.0,6.0,-,2021,51-0000,51-4000,51-4030,-
"machine tool cutting setters, operators, and tenders, metal and plastic",120.0,5.0,12.0,21.0,24.0,20.0,29.0,6.0,-,2020,51-0000,51-4000,51-4030,-
"machine tool cutting setters, operators, and tenders, metal and plastic",131.0,2.0,8.0,28.0,29.0,26.0,28.0,7.0,-,2019,51-0000,51-4000,51-4030,-
"machine tool cutting setters, operators, and tenders, metal and plastic",113.0,1.0,10.0,21.0,18.0,27.0,27.0,8.0,-,2018,51-0000,51-4000,51-4030,-
"machine tool cutting setters, operators, and tenders, metal and plastic",141.0,4.0,11.0,31.0,23.0,34.0,30.0,8.0,-,2017,51-0000,51-4000,51-4030,-
"machine tool cutting setters, operators, and tenders, metal and plastic",159.0,2.0,12.0,38.0,36.0,31.0,36.0,4.0,-,2016,51-0000,51-4000,51-4030,-
"machine tool cutting setters, operators, and tenders, metal and plastic",149.0,4.0,20.0,34.0,31.0,35.0,24.0,3.0,-,2015,51-0000,51-4000,51-4030,-
"machine tool cutting setters, operators, and tenders, metal and plastic",146.0,2.0,20.0,26.0,25.0,40.0,26.0,6.0,-,2014,51-0000,51-4000,51-4030,-
"machine tool cutting setters, operators, and tenders, metal and plastic",150.0,3.0,14.0,33.0,33.0,37.0,24.0,6.0,-,2013,51-0000,51-4000,51-4030,-
"machine tool cutting setters, operators, and tenders, metal and plastic",164.0,7.0,22.0,31.0,32.0,39.0,27.0,5.0,-,2012,51-0000,51-4000,51-4030,-
"machine tool cutting setters, operators, and tenders, metal and plastic",189.0,4.0,21.0,33.0,47.0,47.0,32.0,5.0,-,2011,51-0000,51-4000,51-4030,-
"miscellaneous textile, apparel, and furnishings workers",34.0,1.0,1.0,6.0,7.0,8.0,10.0,2.0,-,2021,51-0000,51-6000,51-6090,-
"miscellaneous textile, apparel, and furnishings workers",37.0,0.0,5.0,4.0,6.0,13.0,8.0,0.0,-,2020,51-0000,51-6000,51-6090,-
"miscellaneous textile, apparel, and furnishings workers",44.0,1.0,6.0,5.0,5.0,16.0,9.0,2.0,-,2019,51-0000,51-6000,51-6090,-
"miscellaneous textile, apparel, and furnishings workers",50.0,2.0,5.0,7.0,7.0,14.0,14.0,2.0,-,2018,51-0000,51-6000,51-6090,-
"miscellaneous textile, apparel, and furnishings workers",52.0,1.0,4.0,8.0,9.0,17.0,7.0,6.0,-,2017,51-0000,51-6000,51-6090,-
"miscellaneous textile, apparel, and furnishings workers",57.0,2.0,8.0,9.0,11.0,13.0,13.0,3.0,-,2016,51-0000,51-6000,51-6090,-
"miscellaneous textile, apparel, and furnishings workers",60.0,0.0,3.0,11.0,12.0,13.0,17.0,3.0,-,2015,51-0000,51-6000,51-6090,-
"miscellaneous textile, apparel, and furnishings workers",55.0,2.0,5.0,5.0,9.0,19.0,12.0,5.0,-,2014,51-0000,51-6000,51-6090,-
"miscellaneous textile, apparel, and furnishings workers",51.0,2.0,0.0,6.0,8.0,19.0,13.0,3.0,-,2013,51-0000,51-6000,51-6090,-
"miscellaneous textile, apparel, and furnishings workers",52.0,1.0,3.0,10.0,11.0,13.0,14.0,2.0,-,2012,51-0000,51-6000,51-6090,-
"miscellaneous textile, apparel, and furnishings workers",75.0,2.0,5.0,17.0,16.0,13.0,20.0,3.0,-,2011,51-0000,51-6000,51-6090,-
woodworkers,142.0,7.0,13.0,26.0,24.0,39.0,24.0,11.0,-,2021,51-0000,51-7000,-,-
woodworkers,127.0,6.0,12.0,27.0,24.0,29.0,21.0,9.0,-,2020,51-0000,51-7000,-,-
woodworkers,151.0,3.0,14.0,27.0,32.0,32.0,29.0,13.0,-,2019,51-0000,51-7000,-,-
woodworkers,177.0,7.0,21.0,39.0,26.0,33.0,40.0,13.0,-,2018,51-0000,51-7000,-,-
woodworkers,139.0,2.0,11.0,32.0,28.0,24.0,32.0,12.0,-,2017,51-0000,51-7000,-,-
woodworkers,167.0,2.0,14.0,39.0,26.0,27.0,45.0,14.0,-,2016,51-0000,51-7000,-,-
woodworkers,160.0,5.0,8.0,29.0,32.0,32.0,43.0,12.0,-,2015,51-0000,51-7000,-,-
woodworkers,138.0,5.0,8.0,26.0,29.0,35.0,23.0,10.0,-,2014,51-0000,51-7000,-,-
woodworkers,125.0,5.0,12.0,22.0,19.0,36.0,27.0,4.0,-,2013,51-0000,51-7000,-,-
woodworkers,124.0,4.0,9.0,22.0,22.0,35.0,30.0,5.0,-,2012,51-0000,51-7000,-,-
woodworkers,157.0,3.0,16.0,31.0,26.0,43.0,33.0,4.0,-,2011,51-0000,51-7000,-,-
passenger vehicle drivers,911.0,5.0,27.0,145.0,142.0,203.0,237.0,151.0,-,2021,53-0000,53-3000,53-3050,-
passenger vehicle drivers,803.0,3.0,29.0,132.0,130.0,195.0,196.0,117.0,-,2020,53-0000,53-3000,53-3050,-
passenger vehicle drivers,1336.0,5.0,52.0,229.0,241.0,288.0,313.0,206.0,-,2019,53-0000,53-3000,53-3050,-
passenger vehicle drivers,1376.0,7.0,47.0,233.0,240.0,336.0,323.0,190.0,-,2018,53-0000,53-3000,53-3050,-
passenger vehicle drivers,1252.0,6.0,50.0,198.0,217.0,313.0,294.0,173.0,-,2017,53-0000,53-3000,53-3050,-
passenger vehicle drivers,1053.0,5.0,31.0,142.0,199.0,268.0,264.0,142.0,-,2016,53-0000,53-3000,53-3050,-
passenger vehicle drivers,996.0,2.0,27.0,126.0,194.0,282.0,233.0,132.0,-,2015,53-0000,53-3000,53-3050,-
passenger vehicle drivers,967.0,1.0,21.0,125.0,176.0,250.0,253.0,142.0,-,2014,53-0000,53-3000,53-3050,-
passenger vehicle drivers,920.0,3.0,30.0,108.0,159.0,257.0,230.0,133.0,-,2013,53-0000,53-3000,53-3050,-
passenger vehicle drivers,894.0,3.0,22.0,87.0,146.0,260.0,247.0,127.0,-,2012,53-0000,53-3000,53-3050,-
passenger vehicle drivers,915.0,3.0,20.0,110.0,161.0,263.0,225.0,133.0,-,2011,53-0000,53-3000,53-3050,-
rail transportation workers,92.0,0.0,0.0,16.0,26.0,30.0,17.0,4.0,-,2021,53-0000,53-4000,-,-
rail transportation workers,107.0,0.0,0.0,17.0,35.0,34.0,18.0,4.0,-,2020,53-0000,53-4000,-,-
rail transportation workers,105.0,2.0,1.0,22.0,32.0,35.0,9.0,3.0,-,2019,53-0000,53-4000,-,-
rail transportation workers,109.0,0.0,4.0,28.0,33.0,28.0,13.0,3.0,-,2018,53-0000,53-4000,-,-
rail transportation workers,111.0,0.0,4.0,27.0,28.0,30.0,19.0,1.0,-,2017,53-0000,53-4000,-,-
rail transportation workers,124.0,2.0,5.0,21.0,39.0,36.0,18.0,3.0,-,2016,53-0000,53-4000,-,-
rail transportation workers,123.0,1.0,3.0,23.0,44.0,35.0,15.0,2.0,-,2015,53-0000,53-4000,-,-
rail transportation workers,129.0,0.0,7.0,26.0,42.0,32.0,22.0,4.0,-,2014,53-0000,53-4000,-,-
rail transportation workers,127.0,0.0,5.0,27.0,43.0,27.0,22.0,1.0,-,2013,53-0000,53-4000,-,-
rail transportation workers,114.0,1.0,10.0,25.0,29.0,27.0,21.0,1.0,-,2012,53-0000,53-4000,-,-
rail transportation workers,113.0,1.0,7.0,22.0,25.0,32.0,22.0,4.0,-,2011,53-0000,53-4000,-,-
other transportation workers,243.0,24.0,42.0,44.0,38.0,41.0,40.0,17.0,-,2021,53-0000,53-6000,-,-
other transportation workers,227.0,16.0,33.0,52.0,34.0,40.0,36.0,17.0,-,2020,53-0000,53-6000,-,-
other transportation workers,30.0,1.0,3.0,8.0,7.0,4.0,6.0,1.0,-,2021,53-0000,53-6000,-,-
other transportation workers,25.0,0.0,1.0,8.0,5.0,5.0,4.0,2.0,-,2020,53-0000,53-6000,-,-
other transportation workers,294.0,23.0,50.0,76.0,36.0,49.0,39.0,22.0,-,2019,53-0000,53-6000,-,-
other transportation workers,297.0,17.0,63.0,59.0,41.0,52.0,49.0,14.0,-,2018,53-0000,53-6000,-,-
other transportation workers,294.0,24.0,41.0,59.0,46.0,58.0,46.0,21.0,-,2017,53-0000,53-6000,-,-
other transportation workers,289.0,19.0,58.0,55.0,40.0,48.0,50.0,22.0,-,2016,53-0000,53-6000,-,-
other transportation workers,289.0,21.0,58.0,75.0,39.0,37.0,43.0,14.0,-,2015,53-0000,53-6000,-,-
other transportation workers,280.0,9.0,66.0,58.0,49.0,44.0,43.0,13.0,-,2014,53-0000,53-6000,-,-
other transportation workers,288.0,20.0,75.0,53.0,32.0,51.0,41.0,16.0,-,2013,53-0000,53-6000,-,-
other transportation workers,273.0,23.0,62.0,47.0,35.0,48.0,48.0,12.0,-,2012,53-0000,53-6000,-,-
other transportation workers,235.0,17.0,41.0,50.0,37.0,44.0,31.0,11.0,-,2011,53-0000,53-6000,-,-
other transportation workers,38.0,0.0,2.0,12.0,7.0,10.0,4.0,3.0,-,2019,53-0000,53-6000,-,-
other transportation workers,24.0,0.0,3.0,6.0,5.0,6.0,4.0,0.0,-,2018,53-0000,53-6000,-,-
other transportation workers,24.0,1.0,2.0,5.0,3.0,9.0,5.0,0.0,-,2017,53-0000,53-6000,-,-
other transportation workers,34.0,1.0,1.0,10.0,7.0,8.0,7.0,1.0,-,2016,53-0000,53-6000,-,-
other transportation workers,43.0,0.0,8.0,15.0,5.0,6.0,9.0,0.0,-,2015,53-0000,53-6000,-,-
other transportation workers,25.0,0.0,4.0,6.0,6.0,6.0,2.0,2.0,-,2014,53-0000,53-6000,-,-
other transportation workers,21.0,1.0,5.0,1.0,3.0,7.0,4.0,0.0,-,2013,53-0000,53-6000,-,-
other transportation workers,17.0,1.0,5.0,1.0,3.0,4.0,3.0,0.0,-,2012,53-0000,53-6000,-,-
other transportation workers,16.0,0.0,1.0,4.0,3.0,4.0,2.0,1.0,-,2011,53-0000,53-6000,-,-
material moving workers,5761.0,509.0,1039.0,1430.0,927.0,855.0,749.0,258.0,-,2021,53-0000,53-7000,-,-
material moving workers,5377.0,490.0,928.0,1296.0,930.0,816.0,684.0,228.0,-,2020,53-0000,53-7000,-,-
material moving workers,5580.0,432.0,950.0,1362.0,938.0,927.0,748.0,224.0,-,2019,53-0000,53-7000,-,-
material moving workers,5501.0,425.0,940.0,1342.0,952.0,913.0,725.0,204.0,-,2018,53-0000,53-7000,-,-
material moving workers,5219.0,419.0,924.0,1224.0,850.0,883.0,706.0,214.0,-,2017,53-0000,53-7000,-,-
material moving workers,5221.0,395.0,899.0,1229.0,858.0,923.0,731.0,181.0,-,2016,53-0000,53-7000,-,-
material moving workers,5195.0,390.0,920.0,1149.0,918.0,943.0,695.0,182.0,-,2015,53-0000,53-7000,-,-
material moving workers,5101.0,394.0,869.0,1136.0,905.0,960.0,655.0,179.0,-,2014,53-0000,53-7000,-,-
material moving workers,5003.0,349.0,859.0,1202.0,885.0,896.0,635.0,176.0,-,2013,53-0000,53-7000,-,-
material moving workers,4906.0,358.0,848.0,1123.0,888.0,952.0,562.0,180.0,-,2012,53-0000,53-7000,-,-
material moving workers,4880.0,364.0,848.0,1154.0,902.0,912.0,566.0,132.0,-,2011,53-0000,53-7000,-,-
network and computer systems administrators,212.0,1.0,5.0,49.0,57.0,54.0,38.0,8.0,44.1,2021,15-0000,15-1200,15-1240,15-1244
network and computer systems administrators,238.0,0.0,7.0,54.0,74.0,62.0,30.0,11.0,42.8,2020,15-0000,15-1200,15-1240,15-1244
network and computer systems administrators,199.0,0.0,8.0,48.0,65.0,50.0,25.0,4.0,42,2019,15-0000,15-1200,15-1240,15-1244
network and computer systems administrators,204.0,0.0,4.0,56.0,54.0,52.0,33.0,5.0,42.9,2018,15-0000,15-1200,15-1240,15-1244
network and computer systems administrators,210.0,4.0,11.0,40.0,62.0,55.0,29.0,9.0,42.8,2017,15-0000,15-1200,15-1240,15-1244
network and computer systems administrators,218.0,0.0,10.0,52.0,68.0,61.0,22.0,5.0,41.4,2016,15-0000,15-1200,15-1240,15-1244
network and computer systems administrators,218.0,0.0,8.0,64.0,65.0,55.0,23.0,3.0,41.2,2015,15-0000,15-1200,15-1240,15-1244
